country,year
,
,
,
,
2 июля 2012 года  — 25 апреля 2016 года,
,
25 октября 2010 года  — 24 марта 2018 года2011 год  — настоящее время,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
26 января 2012 года  — 31 марта 2016 года,
,
12 мая 2011 года  — 12 декабря 2013 года,
,
21 января 2012 года  — 22 января 2015 года,
,
30 апреля 2014 года  — 29 ноября 2014 года,
,
,
5 февраля 2002 года  — 7 ноября 2005 года5 февраля 2004 года  — 25 марта 2010 года24 сентября 2011 года  — 24 августа 2013 года23 апреля 2015 года  — настоящее время25 августа 2014 года  — 24 сентября 2016 года,
,
,
,
27 марта 2014 года  — 27 ноября 2014 года,
,
9 февраля 2013 года  — настоящее время,
,
,
,
,
,
,
,
,
,
,
,
декабрь 2012 года — настоящее время,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
апрель 2016 — июнь 2016,
30 октября 2009 года  — настоящее время,
14 мая 2012 года  — 26 июля 2018 года,
4 октября 2013 года  — 4 сентября 2024 года,
,
15 апреля 2011 года  — настоящее время,
,
,
12 августа 2013 года  — настоящее время17 июля 2014 года  — 11 мая 2018 года,
,
29 июня 2013 года  — 26 июля 2015 года8 августа 2014 года  — настоящее время,
,
12 октября 2013 года  — 10 марта 2018 года,
октябрь 2010 — настоящее времяапрель 2011 — настоящее времяиюнь 2011 — настоящее время26 октября 2011 года  — настоящее время,
,
22 ноября 2012 года  — настоящее время27 ноября 2015 года  — настоящее время,
30 декабря 2007 года  — 7 января 2019 года,
13 мая 2012 года  — 25 августа 2015 года25 марта 2016 года  — 12 апреля 2022 года18 июля 2015 года  — 8 марта 2016 года12 ноября 2015 года,
21 июня 2012 года  — 15 февраля 2019 года,
20 апреля 2012 года  — настоящее время24 января 2014 года  — настоящее время27 июня 2014 года  — 27 февраля 2015 года25 октября 2014 года  — 25 января 2017 года27 мая 2015 года  — 27 сентября 2019 года27 сентября 2019 года  — настоящее время,
20 декабря 2013 года  — настоящее время,
28 января 2013 года  — 27 августа 2021 года,
,
март 2016 — февраль 2017,
,
24 июля 2013 года  — 25 апреля 2017 года,
1 февраля 2014 года  — 1 июля 2018 года26 июня 2015 года  — 25 января 2018 года,
25 марта 2016 года  — 27 февраля 2017 года27 апреля 2016 года  — 27 июня 2016 года,
ноябрь 2009 года — июль 2011 года,
29 декабря 2015 года  — 30 января 2016 года,
июль 2006 — июль 2007октябрь 2007 — август 2009декабрь 2009 — 24 декабря 2011 года27 апреля 2012 года  — 27 декабря 2013 года,
1992 год  — 1995 год,
25 августа 2014 года  — настоящее время7 октября 2015 года  — 6 мая 2017 года,
30 апреля 2009 года  — настоящее время,
25 июня 2013 года  — настоящее время22 апреля 2015 года  — 22 июня 2016 года,
24 мая 2016 года  — 24 октября 2016 года,
9 августа 2012 года  — настоящее время,
2013 год  — настоящее время30 августа 2014 года  — 29 сентября 2018 года,
13 августа 2015 года  — настоящее время28 июля 2017 года  — настоящее время9 сентября 2017 года  — настоящее время,
июнь 2014 года — март 2018 года18 декабря 2015 года,
19 марта 2016 года  — 21 июля 2017 года,
,
7 августа 2013 года  — 19 ноября 2014 года,
14 апреля 2012 года  — 14 декабря 2015 года,
29 ноября 2008 года  — 10 мая 2021 года,
18 июня 2016 года 23 августа 2016 года  — 22 апреля 2017 года,
4 декабря 2012 года  — настоящее время1 апреля 2014 года  — настоящее время22 декабря 2015 года  — настоящее время9 марта 2018 года  — настоящее время26 декабря 2019 года  — 26 января 2022 года,
7 июня 2014 года  — 5 августа 2024 года9 ноября 2015 года  — 6 ноября 2017 года4 апреля 2016 года  — настоящее время20 августа 2016 года  — настоящее время25 июля 2019 года  — настоящее время,
30 ноября 2013 года  — настоящее время8 сентября 2017 года  — 10 октября 2017 года12 апреля 2019 года  — настоящее время12 апреля 2019 года  — настоящее время,
8 января 2015 года  — 8 декабря 2015 года2016 год  — настоящее время2016 год  — 2019 год,
7 мая 2012 года  — 5 февраля 2021 года,
18 апреля 2012 года  — 22 декабря 2017 года19 марта 2018 года  — 19 февраля 2019 года,18 января 2018 года  — 5 мая 2018 года
7 января 2011 года  — 7 февраля 2022 года,
,
18 февраля 2009 года  — 18 января 2011 года25 февраля 2014 года  — 25 февраля 2014 года,
,
2007 год  — 2009 год,
,
4 мая 2012 года  — 4 марта 2016 года4 июня 2016 года  — 4 ноября 2016 года,
,
20 декабря 2013 года  — 16 августа 2014 года,
2012 год  — 2020 год,
,
,
13 июля 2007 года  — настоящее время,
2 октября 2008 года  — 10 сентября 2020 года,
9 декабря 2010 года  — настоящее время,
9 ноября 2010 года  — 9 мая 2016 года18 января 2014 года  — настоящее время,
16 января 2012 года  — 12 декабря 2020 года30 ноября 2012 года  — 16 февраля 2015 года,
2010 год  — настоящее время,
,
22 апреля 2009 года  — настоящее время,
июль 2010 — сентябрь 201631 мая 2011 года  — настоящее время,
25 августа 2011 года  — настоящее время,
,
21 апреля 2016 года  — 20 августа 2017 года28 августа 2016 года  — 29 января 2017 года,
30 мая 2012 года  — 29 декабря 2017 года15 июня 2012 года  — 15 февраля 2019 года,
,
2001 год  — настоящее время,
16 марта 2011 года  — 18 августа 2017 года,
,
2014 год  — настоящее время,
11 августа 2012 года  — настоящее время,
,
Апрель 2010 — Декабрь 2017,
22 июля 2009 года  — 10 января 2019 года21 июня 2014 года  — настоящее время,
13 января 2011 года  — 13 февраля 2015 года27 декабря 2011 года  — 2 июня 2015 года,
,
20 марта 2010 года  — 22 декабря 2016 года25 октября 2013 года  — 25 января 2019 года24 июня 2017 года  — 24 июня 2022 года,
30 августа 2012 года 30 января 2013 года  — 30 апреля 2013 года,
10 октября 2012 года  — 25 марта 2020 года,
,
1988 год  — 1995 год2 марта 2018 года  — 7 мая 2021 года,
февраль 1992 — март 1997,
,
,
10 августа 2012 года  — 10 декабря 2016 года,
,
3 августа 2012 года  — 3 октября 2019 года,
,
,
19 января 2011 года  — настоящее время,
,
,
25 апреля 2012 года  — настоящее время27 января 2013 года  — настоящее время27 мая 2015 года  — 27 ноября 2017 года,
8 июля 2011 года  — 10 апреля 2014 года27 мая 2013 года  — 27 июня 2014 года,
,
,
,
2011 год  — 2016 год,
,
,
,
,
,
,
,
,
,
,
,
29 февраля 2016 года  — 15 февраля 2021 года,
,
13 апреля 2018 года  — 15 мая 2019 года,
2015 год  — 29 ноября 2022 года2016 год  — настоящее время,
6 февраля 2017 года  — 21 декабря 2020 года4 апреля 2019 года  — 4 декабря 2019 года,
,
,
2015 год  — настоящее время,
18 ноября 2013 года  — 18 мая 2021 года,
2 марта 2017 года  — настоящее время8 июня 2020 года  — настоящее время,
,
28 февраля 2011 года  — 30 апреля 2014 года10 сентября 2015 года  — настоящее время,
,
2016 год  — настоящее время10 февраля 2017 года  — настоящее время9 ноября 2018 года  — настоящее время,
2016 год  — настоящее время,
31 октября 2013 года  — настоящее время26 апреля 2016 года  — настоящее время,
6 октября 2017 года  — 26 ноября 2022 года,
25 сентября 2021 года  — настоящее время,
,
26 января 2015 года  — 9 февраля 2021 года2017 год  — 2020 год26 июля 2017 года  — 26 ноября 2021 года7 июня 2018 года  — 22 февраля 2021 года12 июля 2018 года 12 января 2019 года  — 13 апреля 2021 года25 мая 2019 года  — 26 апреля 2021 года17 октября 2019 года  — 7 октября 2021 года22 января 2020 года  — настоящее время,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1999 год,
25 июля 2014 года  — настоящее время,
,
1 мая 2020 года  — 1 июля 2020 года,
март 2008 — настоящее время,
2017 год  — настоящее время,
2 апреля 2017 года  — настоящее время2018 год  — настоящее время2018 год  — 2021 год,
14 ноября 2020 года  — наст. время,
,
8 апреля 2011 года  — 2 декабря 2022 года,
1 декабря 2017 года  — настоящее время,
2013 год  — 2017 год2014 год  — настоящее время2015 год  — настоящее время2019 год  — настоящее время,
14 апреля 2016 года  — настоящее время29 ноября 2018 года  — 28 марта 2024 года,
2015 год  — настоящее время28 ноября 2019 года  — настоящее время,
2015 год  — 2019 год,
31 мая 2017 года  — 17 августа 2021 года,
11 мая 2016 года  — настоящее время,
12 июля 2017 года  — настоящее время21 июня 2020 года  — настоящее время,3 июля 2022 года  — 25 сентября 2022 года
,
15 декабря 1997 года  — 3 июня 2015 года,
26 декабря 2014 года  — настоящее время,
,
2002 год  — 2003 год,
,
20 мая 2017 года  — настоящее время11 мая 2018 года  — 12 марта 2021 года,
,
,
4 августа 2016 года  — настоящее время,
30 мая 2018 года  — 30 ноября 2018 года,
24 июня 2016 года  — настоящее время26 февраля 2018 года  — настоящее время,
2014 год  — настоящее время20 августа 2015 года  — настоящее время15 сентября 2017 года  — настоящее время1 ноября 2019 года  — 2 июля 2021 года,
23 мая 2015 года  — настоящее время,9 января 2020 года  — настоящее время
13 октября 2014 года  — настоящее время28 марта 2018 года  — настоящее время,
2017 год  — настоящее время,
27 июля 2016 года  — настоящее время,
5 декабря 2017 года  — 25 мая 2019 года8 июня 2019 года  — настоящее время,
4 октября 2019 года  — настоящее время,
2016 год  — настоящее время,
9 августа 2016 года  — настоящее время,
2015 год  — настоящее время1 ноября 2016 года  — настоящее время22 декабря 2016 года  — настоящее время27 июля 2019 года  — настоящее время,
,
май 2010 — настоящее время,
21 ноября 2014 года  — 25 ноября 2016 года19 сентября 2019 года  — настоящее время,
,
14 февраля 2018 года  — настоящее время,
2016 год  — настоящее время,
,
10 июня 2020 года  — настоящее время,
,
2014 год  — настоящее время,
2 мая 2017 года  — 4 февраля 2021 года,
21 февраля 2017 года  — настоящее время,13 июня 2023 года  — 8 августа 2023 года
12 декабря 2012 года  — настоящее время,
,
8 июля 2020 года  — настоящее время,
,
24 августа 2020 года  — настоящее время,
25 января 2013 года  — настоящее время,
,
18 января 2014 года  — настоящее время29 ноября 2017 года  — настоящее время,
,
30 ноября 2000 года  — 12 сентября 2018 года,
15 февраля 2016 года  — настоящее время25 мая 2016 года  — настоящее время15 сентября 2017 года  — настоящее время15 марта 2018 года 25 сентября 2018 года  — 25 июня 2019 года09.201814 февраля 2019 года  — настоящее время,
,
2016 год  — настоящее время,1 сентября 2018 года  — 22 сентября 2018 года
,
23 апреля 2020 года 29 мая 2020 года  — настоящее время,
2011 год 2015 год  — настоящее время,
2017 год  — настоящее время,
28 апреля 2017 года  — 28 июля 2017 года5 марта 2018 года  — 30 сентября 2024 года,
октябрь 2016 — н. в.,
30 декабря 2014 года  — 17 мая 2019 года4 октября 2017 года  — настоящее время,
,
,
7 июля 2020 года  — 24 декабря 2020 года,
,
26 ноября 2018 года  — 26 июня 2019 года,
,
2012 год  — настоящее время4 апреля 2016 года  — 22 декабря 2017 года25 мая 2019 года  — настоящее время,
10 февраля 2016 года  — 8 января 2022 года26 февраля 2017 года  — 23 августа 2020 года,
16 октября 2020 года,
12 мая 2012 года  — настоящее время,
,
,
12 июня 2015 года  — настоящее время,
25 мая 2017 года  — 25 августа 2019 года,
23 мая 2015 года  — настоящее время24 июля 2018 года,
9 декабря 2016 года  — 9 сентября 2019 года,
,
4 августа 2012 года  — настоящее время,
16 октября 2014 года  — настоящее время,
2012 год  — настоящее время,
,
25 июня 2019 года  — настоящее время,
Июль 2015 — Март 2017,
8 мая 2016 года  — 26 ноября 2017 года,
2012 год  — настоящее время2013 год  — настоящее время,
5 августа 2016 года  — настоящее время,
27 сентября 2013 года  — 27 апреля 2021 года,
,
30 апреля 2013 года  — настоящее время,
,
,
,
10 сентября 2014 года  — настоящее время26 октября 2018 года  — настоящее время,
17 июля 2014 года  — 10 июня 2020 года,
27 августа 1967 года  — 22 июля 1968 года,
28 августа 2015 года  — 28 декабря 2016 года,
20 января 2017 года  — 17 апреля 2020 года26 сентября 2017 года  — 18 января 2021 года,
9 апреля 2019 года  — 9 декабря 2019 года,
6 марта 2017 года  — 6 марта 2022 года28 октября 2019 года  — 23 декабря 2019 года4 февраля 2019 года  — 3 апреля 2020 года,
25 января 2017 года  — 25 января 2022 года9 ноября 2017 года  — 9 февраля 2021 года,
2 мая 2019 года  — 1 июля 2020 года,
,
,
14 января 2016 года  — настоящее время14 мая 2016 года  — настоящее время5 августа 2016 года  — настоящее время,
20 октября 2015 года  — 22 ноября 2017 года25 февраля 2019 года  — 7 октября 2019 года,
25 февраля 1998 г. — настоящее время,
9 мая 2016 года  — 30 декабря 2017 года,
7 января 2017 года  — настоящее время,
10 декабря 2003 года  — настоящее время,
2013 год  — 2017 год2015 год  — настоящее время2015 год  — настоящее время,
2013 год  — настоящее время,
,
13 апреля 2005 года  — настоящее время,
2013 год  — настоящее время,
"27 декабря 2013 года  — 27 июля 2020 года27 Октября, 2015 — 27 Ноября, 2018",
,
17 апреля 2014 года  — 16 июля 2021 года,
9 августа 2017 года  — 19 февраля 2020 года,
,
1 августа 2016 года  — 14 июня 2020 года4 июля 2018 года  — 4 декабря 2020 года11 января 2019 года  — 28 марта 2019 года,
2015 год  — настоящее время,
,
8 сентября 2016 года  — 8 октября 2020 года,
18 июля 2019 года 25 июля 2019 года  — 25 августа 2020 года,
18 июля 1998 года  — 20 ноября 2006 года4 сентября 2015 года  — настоящее время20 апреля 2019 года  — 5 июля 2019 года20 апреля 2020 года  — 5 августа 2020 года,
,
,
2012 год  — 2019 год23 августа 2013 года  — 25 июня 2019 года25 сентября 2017 года  — 25 июля 2018 года23 июня 2014 года  — настоящее время22 декабря 2017 года  — 21 сентября 2021 года22 декабря 2018 года  — настоящее время27 марта 2019 года  — настоящее время23 февраля 2020 года  — настоящее время,
7 ноября 2013 года  — настоящее время25 июня 2015 года  — 25 сентября 2022 года22 декабря 2016 года  — настоящее время11 июля 2017 года  — настоящее время28 декабря 2017 года  — настоящее время23 февраля 2018 года  — настоящее время,
25 декабря 2015 года  — 27 марта 2020 года,
,
,
23 сентября 2015 года  — 22 февраля 2022 года,
,
,
,
22 марта 2014 года  — настоящее время21 сентября 2015 года  — настоящее время22 декабря 2016 года  — настоящее время21 февраля 2017 года  — 19 мая 2020 года,
,
19 мая 2015 года  — 2 ноября 2022 года14 июня 2018 года  — 25 июня 2020 года26 июня 2018 года  — 2 ноября 2022 года,
2011 год  — 2016 год,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
8 октября 2018 года  — 1 июня 2021 года19 мая 2021 года  — 17 ноября 2022 года,
октябрь 2015 — настоящее время,
,
25 августа 2016 года  — настоящее время,
2015 год  — настоящее время2 октября 2015 года  — настоящее время,
25 августа 2015 года  — настоящее время28 февраля 2018 года  — 14 ноября 2018 года,
1 января 1968 года  — 13 мая 1973 года17 февраля 2018 года  — настоящее время,
,
,
,
,
27 апреля 2015 года  — 27 сентября 2019 года,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1 августа 2013 года  — настоящее время2015 год  — настоящее время,
,
19 августа 2015 года  — 25 мая 2018 года,
,
,
2012 год  — 2015 год2016 год  — настоящее время,
12 июня 2013 года  — 12 октября 2023 годаноябрь 2014 — ноябрь 201512 июля 2017 года  — 11 апреля 2020 года15 июля 2017 года  — 24 июля 2024 года10 ноября 2023 года  — 9 августа 2024 года,2 апреля 2024 года  — 21 мая 2024 года
,
,
29 августа 2016 года  — 24 марта 2017 года26 января 2018 года  — 30 января 2018 года,
,
18 августа 2015 года  — 19 сентября 2018 года,
,
30 января 2018 года  — настоящее время27 февраля 2018 года  — настоящее время,
6 января 2018 года  — настоящее время6 января 2018 года  — настоящее время30 января 2018 года  — настоящее время,
18 ноября 2014 года  — 17 апреля 2020 года,
20 августа 2013 года  — 20 марта 2018 года20 сентября 2013 года  — 2013 год10 июня 2016 года  — 28 июня 2019 года,
25 марта 2018 года  — настоящее время,
1998 год  — 2015 год,
28 апреля 2018 года  — настоящее время,
2013 год  — настоящее время,
27 января 2016 года  — 15 сентября 2020 года3 марта 2017 года  — настоящее время27 февраля 2017 года  — 27 марта 2021 года30 июля 2016 года  — 27 апреля 2018 года27 июня 2018 года  — 31 мая 2021 года,
29 ноября 2004 года  — 3 мая 2008 года19 марта 2018 года  — 7 марта 2019 года,
2014 год  — настоящее время,
24 февраля 2017 года  — настоящее время,
4 июля 2013 года  — 1 августа 2019 года6 апреля 2018 года  — 24 ноября 2021 года,
27 октября 2012 года  — 27 июня 2018 года20 декабря 2013 года,
,
,
30 ноября 2013 года  — настоящее время,
2014 год  — настоящее время2016 год  — настоящее время,
22 марта 2018 года  — настоящее время17 апреля 2018 года  — настоящее время15 мая 2018 года  — настоящее время,
,
7 апреля 2016 года  — 21 апреля 2016 года21 апреля 2016 года  — настоящее время,
,
2013 год  — настоящее время,
2015 год  — 2019 год,
2 декабря 2014 года  — 2 июня 2021 года2015 год  — настоящее время,
25 февраля 2014 года  — настоящее время2016 год  — 2017 год2017 год  — 2018 год,
30 апреля 2011 года  — настоящее время,
26 августа 2010 года  — 23 марта 2017 года28 апреля 2017 года  — настоящее время,
21 августа 2014 года  — 28 апреля 2022 года,
25 мая 2016 года  — 25 сентября 2021 года,
1995 год  — 1999 год,
1975 год  — 1977 год,
2 декабря 1986 года  — настоящее время4 ноября 1993 года 28 мая 2001 года 26 ноября 2007 года 16 октября 2011 года 16 декабря 2011 года 19 октября 2012 года,
22 марта 2013 года  — 22 декабря 2018 года,
30 июня 2012 года  — 30 ноября 2012 года,
3 марта 2013 года  — 8 марта 2020 годаДекабрь 2014 — настоящее время9 февраля 2018 года  — настоящее время,
14 января 2018 года  — 26 января 2020 года14 января 2018 года  — 11 июля 2018 года,
27 сентября 2017 года  — 27 ноября 2018 года,
май 1985 года — апрель 1994 года,
,
16 марта 2015 года  — 15 сентября 2018 года,
2012 год  — 2013 год11 апреля 2014 года  — 2 ноября 2018 года,
,
26 июня 2015 года  — 11 ноября 2022 года,
27 декабря 2017 года  — 27 февраля 2019 года,
9 июля 2015 года  — 2019 год9 февраля 2017 года,
17 ноября 2012 года  — 18 августа 2018 года18 декабря 2018 года  — настоящее время,
2014 год19 июня 2015 года 25 августа 2016 года  — 25 мая 2017 года,
7 апреля 2014 года  — настоящее время,
9 апреля 2011 года  — 10 ноября 2014 года26 октября 2013 года  — настоящее время10 июня 2015 года  — 8 марта 2024 года,
,
30 мая 2014 года  — настоящее время30 октября 2015 года  — настоящее время28 июля 2016 года  — настоящее время9 июля 2019 года  — настоящее время,
,
2003 год  — 2013 год2006 год  — 2012 год,
,
27 июня 2014 года  — 19 марта 2018 года,
,
,
,
,
,
,
,
,
,
,
,
,
,
7 октября 2017 года  — 20 мая 2018 года9 сентября 2017 года  — 27 января 2018 года,
6 декабря 2011 года  — настоящее время,
,
9 августа 2014 года  — 11 июля 2018 года,
10 июня 2012 года  — 10 февраля 2018 года15 апреля 2016 года  — настоящее время10 ноября 2014 года  — настоящее время,
2006 год 10 июля 2007 года  — 26 января 2009 года,
2014 год  — 2017 год2016 год  — настоящее время,
,
2013 год  — 2022 год,
,
,
,
19 октября 2018 года  — настоящее время,
7 июля 1997 года  — 26 февраля 2018 года,
,
,
,
,
,
,
,
,
,
18 ноября 2016 года  — настоящее время,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
20 января 2020 года  — настоящее время,
,
,
17 декабря 2015 года  — настоящее время25 июня 2016 года  — настоящее время,
,
,
22 ноября 2018 года  — 22 апреля 2024 года,
20 декабря 2018 года  — настоящее время15 июня 2019 года  — настоящее время6 января 2022 года  — настоящее время7 декабря 2023 года  — настоящее время,
26 декабря 2019 года  — настоящее время19 июля 2023 года,
8 марта 2018 года  — настоящее время25 сентября 2024 года,
18 января 2020 года  — настоящее время27 мая 2020 года  — 27 апреля 2022 года27 июня 2022 года  — настоящее время27 июня 2022 года  — настоящее время,
7 апреля 2015 года  — 14 июля 2019 года,
25 января 2018 года  — по настоящее время,
,
1 августа 2019 года  — настоящее время,
13 декабря 2018 года  — настоящее время,
,
23 апреля 2020 года  — 14 ноября 2024 года17 ноября 2023 года 18 декабря 2024 года,28 ноября 2024 года  — 5 декабря 2024 года
18 апреля 2020 года  — настоящее время,
24 октября 2019 года  — 2 марта 2023 года,
20 мая 2019 года  — 21 августа 2023 года,
25 апреля 2019 года  — 25 ноября 2023 года27 августа 2019 года  — настоящее время,
1 сентября 2018 года  — настоящее время,
,
14 января 2018 года  — 21 февраля 2021 года26 февраля 2019 года  — 26 августа 2021 года25 мая 2021 года  — настоящее время18 июня 2020 года  — настоящее время,
7 апреля 2020 года  — 7 июня 2023 года,3 апреля 2023 года  — 25 мая 2023 года
5 ноября 2015 года  — 24 августа 2017 года12 октября 2017 года  — 12 июня 2019 года10 июля 2020 года  — настоящее время,
,
,
14 июня 2017 года  — наст. время29 июня 2017 года  — наст. время,
,
,
25 марта 2019 года  — настоящее время,
25 августа 2018 года  — настоящее время,
,
30 мая 2009 года  — 31 марта 2012 года26 декабря 2010 года  — 26 ноября 2011 года15 сентября 2017 года  — настоящее время,
2013 год  — 2015 год,
19 июля 2014 года  — настоящее время26 марта 2015 года  — 25 июня 2021 года,
4 января 2013 года  — настоящее время28 февраля 2015 года  — настоящее время26 ноября 2015 года  — 25 июня 2019 года,
,
,
20 июля 2015 года  — 13 сентября 2019 года,
август 2011 года — октябрь 2018 года,
24 сентября 2012 года  — 25 марта 2017 года,18 января 2017 года  — 5 апреля 2017 года
1994 год  — 2015 год,4 января 2012 года  — настоящее время
,
16 октября 2010 года  — настоящее время30 января 2013 года  — настоящее время15 апреля 2016 года  — настоящее время,
12 сентября 2014 года  — 7 января 2022 года,
6 сентября 2017 года  — настоящее время,
2014 год  — 2017 год,
2016 год  — настоящее время,
,
5 сентября 2014 года  — 19 декабря 2022 года5 января 2019 года  — настоящее время,
2016 год  — 2020 год,
18 ноября 2014 года  — 18 декабря 2017 года,
20 марта 2015 года  — 19 октября 2019 года2016 год  — 2019 год,
27 декабря 2013 года  — настоящее время27 августа 2018 года  — 27 октября 2020 года,
18 октября 2013 года  — 20 марта 2019 года,
,
август 2013 года — настоящее время,
10 декабря 2013 года  — настоящее время27 мая 2014 года  — 27 мая 2021 года,
март 2017 — декабрь 2017,
25 января 2018 года  — 25 августа 2018 года,
2 апреля 2013 года  — настоящее время26 сентября 2013 года  — 25 августа 2018 года,
29 декабря 2012 года  — 28 декабря 2014 года26 августа 2016 года  — 26 марта 2024 года,
20 мая 2014 года  — 4 января 2018 года,
6 июня 2013 года  — настоящее время,
16 февраля 2015 года  — настоящее время2 февраля 2018 года  — настоящее время7 октября 2018 года — 12 апреля 2020 года,
,
1 декабря 2014 года  — настоящее время,
25 июня 2013 года  — 25 октября 2016 года,
2011 год  — настоящее время,
,
2007 год  — настоящее время,
25 мая 2015 года  — настоящее время27 января 2016 года  — настоящее время,
25 октября 2012 года  — 25 апреля 2024 года,
21 февраля 2014 года  — 12 января 2018 года,
,
28 августа 2013 года  — 28 апреля 2022 года,
,
,
25 мая 2013 года  — настоящее время24 декабря 2016 года  — настоящее время25 августа 2017 года  — настоящее время26 января 2019 года  — настоящее время25 ноября 2020 года  — настоящее время,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
8 мая 2016 года  — настоящее время26 июня 2020 года  — настоящее время,
,
,
10 апреля 2021 года  — 10 августа 2023 года30 апреля 2021 года  — 30 июля 2021 года,
2012 год  — настоящее время2013 год  — настоящее время2015 год  — настоящее время,
,
2018 год  — настоящее время,
20 декабря 2016 года  — 19 октября 2021 года8 марта 2018 года  — настоящее время,
15 февраля 2017 года  — настоящее время1 сентября 2017 года  — настоящее время2020 год  — настоящее время,
5 декабря 2009 года  — настоящее время,
9 ноября 2016 года  — настоящее время,
,
1 января 2000 года  — 21 апреля 2003 года,
,
,
30 мая 2018 года  — 29 марта 2024 года5 октября 2018 года  — настоящее время,
2 февраля 2019 года  — 18 февраля 2023 года,
6 марта 2019 года  — 15 ноября 2023 года,
2016 год  — настоящее время14 мая 2017 года  — настоящее время27 июня 2017 года  — настоящее время11 сентября 2020 года  — настоящее время15 сентября 2020 года  — настоящее время,
2018 год  — настоящее время2019 год  — настоящее время,
22 января 2020 года  — 21 сентября 2024 года,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
26 февраля 2016 года  — настоящее время,
5 ноября 2018 года  — настоящее время26 декабря 2018 года  — настоящее время26 июля 2019 года  — настоящее время,
30 июля 2016 года  — настоящее время1 июня 2020 года  — настоящее время9 декабря 2016 года  — настоящее время,
8 января 2020 года  — настоящее время,
,
19 января 2018 года  — настоящее время20 декабря 2024 года  — настоящее время,9 октября 2024 года  — 11 декабря 2024 года
,
22 ноября 2017 года  — настоящее время,7 июля 2021 года  — 15 сентября 2021 года
1 апреля 1979 года  — 1 февраля 1980 года,
15 октября 2021 года  — 15 февраля 2022 года,
,
4 октября 2022 года  — 11 июля 2023 года,4 июля 2023 года  — 30 августа 2023 года
13 сентября 2015 года  — 23 января 2022 года1 июля 2016 года  — настоящее время28 августа 2018 года  — настоящее время,
,
1988 год  — настоящее время,
19 декабря 2017 года  — настоящее время,
2 августа 2016 года  — настоящее время,
2 марта 2018 года  — настоящее время,
28 августа 2019 года  — 24 января 2024 года,
5 сентября 2022 года  — настоящее время9 сентября 2022 года  — 8 марта 2024 года28 октября 2022 года  — 12 июля 2024 года,
29 января 2017 года  — 30 апреля 2023 года,
,
27 мая 2015 года  — 28 января 2022 года10 декабря 2015 года  — 20 января 2024 года22 декабря 2015 года  — настоящее время,
3 декабря 2018 года  — настоящее время,
11 января 2021 года  — 20 сентября 2021 года5 марта 2021 года  — настоящее время,
2014 год  — настоящее время2015 год  — настоящее время2016 год  — 2017 год2017 год  — настоящее время,
,
2016 год  — настоящее время2017 год  — настоящее время18 января 2021 года  — настоящее время,
20 мая 2017 года  — настоящее время,
2016 год  — настоящее время10 февраля 2017 года  — настоящее время2017 год  — настоящее время,
2015 год  — настоящее время,
2003 год — настоящее время12 мая 2013 года  — 30 марта 2018 года16 декабря 2014 года  — 16 февраля 2017 года,2018 год — настоящее время
2 ноября 2018 года  — настоящее время,
,
4 января 2020 года  — 5 июля 2021 года,
15 января 2021 года  — 22 июля 2022 года6 июля 2021 года 24 февраля 2023 года  — настоящее время,3 апреля 2024 года  — 4 июня 2024 года
22 ноября 2012 года  — 3 мая 2015 года23 января 2014 года  — 25 ноября 2022 года2 мая 2014 года  — настоящее время21 декабря 2017 года  — настоящее время25 октября 2018 года  — 27 августа 2020 года,
,
4 марта 2020 года  — 24 мая 2023 года,
25 августа 2020 года  — настоящее время27 января 2021 года  — настоящее время,
13 декабря 2011 года  — 30 апреля 2013 года18 февраля 2015 года  — 26 июня 2019 года28 августа 2019 года  — 27 февраля 2021 года19 февраля 2020 года  — 19 ноября 2020 года,
2016 год  — 2020 год2018 год  — настоящее время2018 год  — настоящее время,
11 августа 2015 года  — настоящее время,
8 марта 2017 года  — настоящее время1 февраля 2018 года  — 1 июня 2021 года26 ноября 2018 года  — настоящее время,
27 июня 2018 года  — 26 июня 2024 года,
1 ноября 2017 года  — настоящее время27 марта 2018 года  — настоящее время,
25 марта 2017 года  — 25 марта 2023 года23 ноября 2018 года  — 4 апреля 2022 года25 августа 2019 года  — 25 апреля 2021 года,
18 мая 2016 года  — настоящее время22 декабря 2017 года  — 22 февраля 2021 года18 июля 2020 года  — настоящее время,
23 июня 2016 года  — настоящее время14 января 2017 года  — настоящее время29 июня 2017 года  — настоящее время,
